"","TIME","REP_AIRP","UNIT","TRA_MEAS","TRA_COV","AIRCRAFT","Value","Flag.and.Footnotes"
"264",2008,"BERLIN/TEMPELHOF airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",391,NA
"265",2008,"BERLIN/TEMPELHOF airport","Tonne","Freight and mail on board","Total transport","Other BAe models",5,NA
"266",2008,"BERLIN/TEMPELHOF airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",6,NA
"267",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",197,NA
"268",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",254,NA
"269",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",132,NA
"270",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",62,NA
"271",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",81,NA
"272",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",382,NA
"273",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",2,NA
"274",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",103,NA
"275",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",2,NA
"276",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",2,NA
"277",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",265,NA
"278",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",8,NA
"279",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Fokker 70",8,NA
"280",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Fokker 100",11,NA
"281",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",15,NA
"282",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Saab 340",5,NA
"283",2008,"KOELN/BONN airport","Tonne","Freight and mail on board","Total transport","Unknown",164,NA
"284",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"285",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",1,NA
"286",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",206,NA
"287",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",15,NA
"288",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",603,NA
"289",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other BAe models",118,NA
"290",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing 727 - all models",5,NA
"291",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",346,NA
"292",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing 777 - all models",554,NA
"293",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",217,NA
"294",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",53,NA
"295",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",2,NA
"296",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",122,NA
"297",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",5,NA
"298",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",4,NA
"299",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Douglas DC-9 - all models",1,NA
"300",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Embraer 145",16,NA
"301",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Embraer 170",63,NA
"302",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",18,NA
"303",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Fokker 70",10,NA
"304",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Fokker 100",136,NA
"305",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other Fokker models",6,NA
"306",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Saab 2000",14,NA
"307",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",52,NA
"308",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Other",5,NA
"309",2008,"DUESSELDORF airport","Tonne","Freight and mail on board","Total transport","Unknown",540,NA
"310",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",591,NA
"311",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",422,NA
"312",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",81,NA
"313",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Other Airbus models",17,NA
"314",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Boeing 717 - all models",2,NA
"315",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",126,NA
"316",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",1,NA
"317",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",878,NA
"318",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",46,NA
"319",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",131,NA
"320",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",39,NA
"321",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",11,NA
"322",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Embraer 170",29,NA
"323",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",45,NA
"324",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Fokker 70",40,NA
"325",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Fokker 100",135,NA
"326",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",52,NA
"327",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Saab 2000",50,NA
"328",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",76,NA
"329",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Other",66,NA
"330",2008,"MUENCHEN airport","Tonne","Freight and mail on board","Total transport","Unknown",144,NA
"331",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",228,NA
"332",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",378,NA
"333",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",93,NA
"334",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",194,NA
"335",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",159,NA
"336",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",947,NA
"337",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",10,NA
"338",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",4,NA
"339",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",229,NA
"340",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",106,NA
"341",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Dornier 328",5,NA
"342",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",31,NA
"343",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Embraer 145",14,NA
"344",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Fokker 100",4,NA
"345",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",253,NA
"346",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Saab 340",2,NA
"347",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",6,NA
"348",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Other",9,NA
"349",2008,"NUERNBERG airport","Tonne","Freight and mail on board","Total transport","Unknown",248,NA
"350",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",303,NA
"351",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",12,NA
"352",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",151,NA
"353",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",15,NA
"354",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",4,NA
"355",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",5,NA
"356",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",27,NA
"357",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",1,NA
"358",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",4,NA
"359",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",47,NA
"360",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"361",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",256,NA
"362",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Fokker 100",1,NA
"363",2008,"LEIPZIG/HALLE airport","Tonne","Freight and mail on board","Total transport","Saab 340",979,NA
"364",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",4,NA
"365",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",6,NA
"366",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"367",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",5,NA
"368",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other",4,NA
"369",2008,"SAARBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Unknown",1,NA
"370",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",28,NA
"371",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",903,NA
"372",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",31,NA
"373",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",613,NA
"374",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",144,NA
"375",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",10,NA
"376",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",41,NA
"377",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",978,NA
"378",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",21,NA
"379",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",24,NA
"380",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",370,NA
"381",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",40,NA
"382",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",15,NA
"383",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Embraer 145",39,NA
"384",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Embraer 170",3,NA
"385",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",2,NA
"386",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Fokker 70",52,NA
"387",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Fokker 100",36,NA
"388",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",70,NA
"389",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Saab 2000",11,NA
"390",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Saab 340",2,NA
"391",2008,"STUTTGART airport","Tonne","Freight and mail on board","Total transport","Unknown",121,NA
"392",2008,"BERLIN-TEGEL airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",17,NA
